strength_k,diameter,resolution_order,m,eigen_index,real_sigma,imag_sigma,abs_sigma,edge_fraction,radial_roughness
8.0,4.58,40,13,113,2.112427525169637e-09,6.63707146162773e-10,2.214239649397023e-09,0.703814791085647,90607.11954663873
8.0,4.58,40,13,114,-2.0869640406883892e-12,-3.8215260386282445e-10,3.8215830235393804e-10,0.8279734451768591,98155.30202636728
8.0,4.58,40,13,115,-2.1116685660490413e-09,6.111118681484801e-10,2.198317958856621e-09,0.7094945229328444,91058.65269163344
8.0,4.58,40,13,116,-3.038557563256206e-26,1.4521005250532287e-11,1.4521005250532287e-11,0.86287381579493,101359.6823445753
8.0,4.58,40,13,117,-1.9829117244583782e-27,4.865576967161722e-13,4.865576967161722e-13,0.8168340490512079,95433.82272426641
8.0,4.58,40,14,0,-7.407009828372757e-12,2549004.655054718,2549004.655054718,0.5959010179784144,185513.4213302444
8.0,4.58,40,14,1,-1.4800939180883088e-10,-1916905.0337099934,1916905.0337099934,0.2573521558865955,167892.1115468544
8.0,4.58,40,14,2,2.295452334620716e-11,799841.2089726164,799841.2089726164,0.9999999993465926,224319.50466541518
8.0,4.58,40,14,3,-6.1903089839596995e-15,161571.3751583827,161571.3751583827,0.005949197653882854,19759.62876686772
8.0,4.58,40,14,4,-9.17842965193135e-15,-121946.48269284272,121946.48269284272,0.001703351436507395,18756.864643130004
8.0,4.58,40,14,5,-8.739932396137203e-16,32674.54275791333,32674.54275791333,9.031079318841902e-05,6193.933051489931
8.0,4.58,40,14,6,-1.9369532957836045e-16,-24809.666480104337,24809.666480104337,5.89712968436989e-05,6188.724254896255
8.0,4.58,40,14,7,6.549956385672045e-17,10685.326923343033,10685.326923343033,2.046779284668591e-05,2988.2925262862004
8.0,4.58,40,14,8,-1.6965561741290924e-16,-8180.9535409939235,8180.9535409939235,2.3438605220978746e-05,2992.503243379934
8.0,4.58,40,14,9,1.6104795042067428e-16,4567.090277385657,4567.090277385657,2.8311716105898596e-05,1769.014037461281
8.0,4.58,40,14,10,-3.926499869611529e-16,-3533.45366192524,3533.45366192524,9.696161745938933e-05,1776.768757099876
8.0,4.58,40,14,11,-9.264166465387281e-14,-2936.0522168686502,2936.0522168686502,0.9999315362981149,11059.045550009665
8.0,4.58,40,14,12,-2.581990599074308e-13,2856.539612370058,2856.539612370058,0.9999280225389678,10646.74510801486
8.0,4.58,40,14,13,-5.396323646284744e-18,2320.6458256651963,2320.6458256651963,0.0001357244668670837,1176.7390469234529
8.0,4.58,40,14,14,1.3713818206626798e-16,-1817.8818725876451,1817.8818725876451,0.00028347092123937344,1181.102467684284
8.0,4.58,40,14,15,1.6312489219629824e-14,-1223.597728145108,1223.597728145108,0.9994847490297063,4414.171429586009
8.0,4.58,40,14,16,1.1667805931027193e-16,1332.8221858762674,1332.8221858762674,0.00143746855266955,854.9302265281376
8.0,4.58,40,14,17,-2.1013653983549687e-14,1179.897838438525,1179.897838438525,0.9994173413074398,4278.782860214678
8.0,4.58,40,14,18,-1.0607208312753312e-16,-1058.8989377276118,1058.8989377276118,0.0017675391627693271,876.6023958315087
8.0,4.58,40,14,19,-1.3131386140417453e-16,839.5961562034412,839.5961562034412,0.00029057191842498997,666.4709218678415
8.0,4.58,40,14,20,1.156611651095962e-16,-677.5092016070417,677.5092016070417,0.0006202924419872243,672.2312605118312
8.0,4.58,40,14,21,2.2923234921953264e-15,-605.7353616883755,605.7353616883755,0.9899374132443274,2179.5932724569725
8.0,4.58,40,14,22,-1.8667245340939556e-16,591.675252964732,591.675252964732,0.9883742380697728,2095.420245764273
8.0,4.58,40,14,23,5.164948625152825e-17,569.0882784846166,569.0882784846166,0.003339861428743074,537.7866258387543
8.0,4.58,40,14,24,-7.767034772418224e-18,-466.9835276498631,466.9835276498631,0.0023568820099513542,542.8829915259033
8.0,4.58,40,14,25,3.184201880641056e-15,-400.4309493905536,400.4309493905536,0.894625953510469,1403.3768619303953
8.0,4.58,40,14,26,-5.5360261696864746e-17,409.7230685195955,409.7230685195955,0.007480132423442779,457.7688311199749
8.0,4.58,40,14,27,-1.000851112769835e-15,389.8180192190108,389.8180192190108,0.8733004536357137,1358.415939473854
8.0,4.58,40,14,28,3.5756590450339014e-17,-342.2013224821001,342.2013224821001,0.002748411049335177,469.75059941193564
8.0,4.58,40,14,29,-1.9366262630839014e-17,310.5857129885958,310.5857129885958,0.0008286396731914959,405.80499245152646
8.0,4.58,40,14,30,-3.8739511393996066e-17,273.0972726536289,273.0972726536289,0.44269401994952695,925.2362527139938
8.0,4.58,40,14,31,-7.087175302287051e-16,-277.0171646004784,277.0171646004784,0.46712383033546795,955.8490309574703
8.0,4.58,40,14,32,2.984806320496733e-17,-264.5139524026856,264.5139524026856,0.0026383715199685236,411.95494309177104
8.0,4.58,40,14,33,-1.4975305632921232e-16,246.72507436803932,246.72507436803932,0.0020040214214197896,369.69145214833026
8.0,4.58,40,14,34,1.1237191877436811e-15,-220.82197084013268,220.82197084013268,0.3670773743293327,704.6734860525424
8.0,4.58,40,14,35,-4.4050031980991915e-17,-213.7735149024572,213.7735149024572,0.09383290644818448,482.67693604773086
8.0,4.58,40,14,36,-1.1080602793254224e-15,217.35538673533796,217.35538673533796,0.362263518863162,702.3133240864867
8.0,4.58,40,14,37,-6.803292756720454e-17,204.73461746555012,204.73461746555012,0.026646306795653715,391.162658587784
8.0,4.58,40,14,38,3.9447445388851656e-17,-185.82447958695784,185.82447958695784,0.07452546498492912,472.32987633642665
8.0,4.58,40,14,39,-2.621951916439564e-16,-177.369413617232,177.369413617232,0.12851735595903627,496.39511873409833
8.0,4.58,40,14,40,8.548713155209827e-17,183.80424598802813,183.80424598802813,0.11522617621671492,498.501785211821
8.0,4.58,40,14,41,1.2746027545904105e-16,173.9875571202319,173.9875571202319,0.10129418313054987,442.4797337940824
8.0,4.58,40,14,42,-1.0052522631977436e-17,159.97824870471587,159.97824870471587,0.09764902317094697,418.10272942634003
8.0,4.58,40,14,43,1.1207702621491832e-17,-162.79939844248565,162.79939844248565,0.09559893365532023,443.2614222823418
8.0,4.58,40,14,44,-2.668056920801978e-17,-150.3302408250034,150.3302408250034,0.10790906838760035,408.27653887978056
8.0,4.58,40,14,45,3.173004622694875e-18,147.37733662348566,147.37733662348566,0.10069329387564666,377.8685221157285
8.0,4.58,40,14,46,-4.750505239368598e-17,-137.95370027550666,137.95370027550666,0.11146492893631846,369.4090122946629
8.0,4.58,40,14,47,-1.4409383891246839e-18,135.12993170826348,135.12993170826348,0.10481077007587648,340.8280687762296
8.0,4.58,40,14,48,-9.69853710556461e-17,-126.35207807386152,126.35207807386152,0.12000793562566259,333.8025673983722
8.0,4.58,40,14,49,1.1532764250417697e-17,123.53224105669875,123.53224105669875,0.11288098860217555,305.72374636484375
8.0,4.58,40,14,50,-6.280129037503444e-17,-115.26317249469686,115.26317249469686,0.12611838386524907,300.14147052525357
8.0,4.58,40,14,51,8.909227792197324e-18,112.43968405086287,112.43968405086287,0.12077100884216405,272.64183538393286
8.0,4.58,40,14,52,-6.611299949133506e-17,-104.6375383171517,104.6375383171517,0.12763431009183826,268.4707486734164
8.0,4.58,40,14,53,5.705934843699071e-18,101.8117571987521,101.8117571987521,0.12481854389732898,241.37602368386763
8.0,4.58,40,14,54,-6.224893418956203e-17,-94.51887570820587,94.51887570820587,0.12371075356387157,238.5307194298119
8.0,4.58,40,14,55,3.363091631397183e-18,91.71486506144345,91.71486506144345,0.12256865831817298,211.69640987474688
8.0,4.58,40,14,56,-5.0248074686080764e-17,-84.98148845473372,84.98148845473372,0.11660769159689144,210.28800966431464
8.0,4.58,40,14,57,4.163872696331992e-18,82.20975335901934,82.20975335901934,0.11546277815479639,183.66933262190676
8.0,4.58,40,14,58,-3.605445091648341e-17,-76.01187594371288,76.01187594371288,0.11194107321223705,184.37751706350988
8.0,4.58,40,14,59,5.627138283940053e-18,73.25098718998484,73.25098718998484,0.10889327004968621,157.83494934893113
8.0,4.58,40,14,60,-3.1577064143956475e-17,-67.53196987895038,67.53196987895038,0.11368052370728271,160.9615494658283
8.0,4.58,40,14,61,2.7926069479788158e-18,64.75213342900966,64.75213342900966,0.10630256277403292,133.92111663982573
8.0,4.58,40,14,62,-3.5683296875557336e-17,-59.51306109709813,59.51306109709813,0.12188686854235042,139.59324884124158
8.0,4.58,40,14,63,-1.94185717228798e-18,56.73124637055049,56.73124637055049,0.10942649006934493,111.54097630729282
8.0,4.58,40,14,64,-3.328199874085313e-17,-52.05974293171983,52.05974293171983,0.1350230115274801,120.2880815681336
8.0,4.58,40,14,65,-3.07487133514535e-17,-45.23913387043951,45.23913387043951,0.15221306930117698,103.84084966651972
8.0,4.58,40,14,66,-1.9426617732428524e-18,49.31448666121837,49.31448666121837,0.11861985501126635,90.60624366979546
8.0,4.58,40,14,67,2.062298408912289e-18,42.471392403856335,42.471392403856335,0.13392395113505842,71.68405227808364
8.0,4.58,40,14,68,1.451865217322099e-18,36.07095946529042,36.07095946529042,0.15034458276452883,54.847291434366454
8.0,4.58,40,14,69,-2.851299340250635e-17,-38.97862620325174,38.97862620325174,0.17725006061681506,92.1867430305764
8.0,4.58,40,14,70,-5.651027392440615e-18,30.097769797438893,30.097769797438893,0.15567284876226603,39.471604655050754
8.0,4.58,40,14,71,-5.670505183946722e-18,24.688288422887673,24.688288422887673,0.1466138581166071,25.400311990314243
8.0,4.58,40,14,72,2.2182747397571885e-18,19.719723978121284,19.719723978121284,0.15658939104999894,13.480767205981468
8.0,4.58,40,14,73,-1.0784218575364439e-17,14.463167825963591,14.463167825963591,0.6900961953513441,5.0141871237487
8.0,4.58,40,14,74,8.624417105006543e-19,12.40443219036214,12.40443219036214,0.025850994505689884,4156.863253060098
8.0,4.58,40,14,75,-3.4475442068160804e-17,-33.253132213369256,33.253132213369256,0.21387654693995684,85.19774820257066
8.0,4.58,40,14,76,-4.255602090121441e-17,-28.274486242098497,28.274486242098497,0.27096515895251644,75.74106191808383
8.0,4.58,40,14,77,1.0524965169283106e-16,-6.739221323809128,6.739221323809128,0.24369684449992388,1697.7490211615414
8.0,4.58,40,14,78,-2.3922812688589382e-17,-24.088037354596313,24.088037354596313,0.2980871666709908,45.95182175798495
8.0,4.58,40,14,79,1.168698054117821e-18,-19.98373647223063,19.98373647223063,0.2547128580354204,15.387935760383934
8.0,4.58,40,14,80,2.0301251932892722e-18,-14.665376485287513,14.665376485287513,0.583619907776794,15.618263217197402
8.0,4.58,40,14,81,-1.5072303508354567e-18,0.07837146558162657,0.07837146558162657,0.27001306289323396,4709.638900415912
8.0,4.58,40,14,82,1.2309885317722227e-17,0.020812915042381752,0.020812915042381752,0.22446951683754857,18.573936746201188
8.0,4.58,40,14,83,1.853384941805382e-18,-0.004690334180129071,0.004690334180129071,0.0932415657796856,257.7616594229282
8.0,4.58,40,14,84,1.7779476182236113e-18,0.004034426232333547,0.004034426232333547,0.0636325837584753,355.3274548798826
8.0,4.58,40,14,85,2.8646874684033676e-18,0.0030913978490398216,0.0030913978490398216,0.30977706230174173,202.10592168880146
8.0,4.58,40,14,86,1.7945286159418423e-18,0.0026996626226758395,0.0026996626226758395,0.3718158843725453,915.7758580877278
8.0,4.58,40,14,87,-1.2499555887391829e-17,-0.002966465154515645,0.002966465154515645,0.20655151912675956,249.29267593553183
8.0,4.58,40,14,88,-6.3112239585911515e-19,-0.0027536262558702025,0.0027536262558702025,0.3399893191390428,425.54720285909735
8.0,4.58,40,14,89,2.430451833104408e-18,-0.0024710331180219152,0.0024710331180219152,0.1518047946795537,331.01145944091314
8.0,4.58,40,14,90,-5.800745157768122e-18,0.0021233698045942926,0.0021233698045942926,0.14707407993135765,484.8117834642829
8.0,4.58,40,14,91,2.4024086631156345e-18,-0.0018808948077050573,0.0018808948077050573,0.05262837130100697,539.76115172723
8.0,4.58,40,14,92,3.194946409798189e-18,0.0018130656230189713,0.0018130656230189713,0.31219872891893,523.6377364615365
8.0,4.58,40,14,93,6.879533549376573e-19,-0.0016086199002372118,0.0016086199002372118,0.0435733771041749,616.5183610799951
8.0,4.58,40,14,94,-9.356731668641065e-19,0.001611893119758909,0.001611893119758909,0.27667590760811356,793.3474405714256
8.0,4.58,40,14,95,3.824853379359587e-16,-0.001353835808169611,0.001353835808169611,0.05711611572876958,399.63155723496493
8.0,4.58,40,14,96,-3.9977839025251305e-16,-0.0013183777985166197,0.0013183777985166197,0.10482912757446249,633.1688834782215
8.0,4.58,40,14,97,8.38703674465202e-18,-0.0012181178831434552,0.0012181178831434552,0.25533349814164535,869.0911949030294
8.0,4.58,40,14,98,3.444290217568539e-18,-0.0007577874005218047,0.0007577874005218047,0.041178131545264555,711.183732742775
8.0,4.58,40,14,99,-1.2039290603133704e-16,0.0011931368658401969,0.0011931368658401969,0.10340947395429884,1072.55546760067
8.0,4.58,40,14,100,1.0988828165481159e-16,0.0012728367534124284,0.0012728367534124284,0.24869906607235825,812.9202259051989
8.0,4.58,40,14,101,2.4951431268914886e-17,0.0010235171589100427,0.0010235171589100427,0.2804975628912727,1202.282218793118
8.0,4.58,40,14,102,2.1053506366110765e-18,0.00068820770630275,0.00068820770630275,0.27223929537727454,1022.8402600164222
8.0,4.58,40,14,103,-1.5554994871368525e-18,-0.00027053163727024137,0.00027053163727024137,0.43983020221809555,2488.826197294257
8.0,4.58,40,14,104,-6.434734299631017e-17,0.000464409987144163,0.000464409987144163,0.24455440144220109,2121.2565351309386
8.0,4.58,40,14,105,8.394370872591504e-16,0.0002669509809719431,0.0002669509809719431,0.40304879525141557,1773.4282512283203
8.0,4.58,40,14,106,-7.200976477258092e-16,-0.00010086008796371863,0.00010086008796371863,0.7082563664709549,3961.0924369202576
8.0,4.58,40,14,107,-1.178551378076206e-13,3.658557497501363e-05,3.658557497501363e-05,0.14282307887528156,3489.8332087704216
8.0,4.58,40,14,108,-2.0060581161558615e-13,-2.6413040150626353e-05,2.6413040150626353e-05,0.41222051604310933,2370.285762621186
8.0,4.58,40,14,109,1.884151233027396e-12,5.39350617668422e-06,5.39350617668455e-06,0.5540818538709755,11608.804599986484
8.0,4.58,40,14,110,1.8291341505951487e-12,-1.8616705595245842e-06,1.8616705595254829e-06,0.6604220324532203,9588.57492088583
8.0,4.58,40,14,111,-1.0077734135432147e-12,-1.1123192839157245e-06,1.1123192839161808e-06,0.26822319978828024,1489.826179783229
8.0,4.58,40,14,112,1.6491663954750523e-12,-1.8040243315036388e-08,1.8040243390416464e-08,0.06401529099559859,11829.299912594863
8.0,4.58,40,14,113,4.985436744175886e-11,1.8379565488835754e-08,1.8379633103420627e-08,0.41713062768887965,10204.740071646836
8.0,4.58,40,14,114,-8.82525201390717e-11,-6.425673324177582e-10,6.4859947887843e-10,0.9779769662118969,118653.36819158531
8.0,4.58,40,14,115,3.43618710663907e-11,7.229355879017815e-10,7.237517547046624e-10,0.32152916817821187,37160.96798214173
8.0,4.58,40,14,116,-2.2699540423407323e-25,-1.90641061662737e-10,1.90641061662737e-10,0.03470849335829285,5083.80243247996
8.0,4.58,40,14,117,1.4126001465955188e-28,-4.732913875601665e-14,4.732913875601665e-14,0.01872232104100277,5529.497906921565
8.0,4.58,40,15,0,-1.667752953761434e-23,2898917.192131735,2898917.192131735,0.5230130731100961,179381.46480379588
8.0,4.58,40,15,1,2.0730627827716113e-23,-2221667.297446154,2221667.297446154,0.2533461628371677,167514.63454105507
8.0,4.58,40,15,2,-9.655984843790642e-19,746547.5110069771,746547.5110069771,0.9999999992497315,224299.68473238824
8.0,4.58,40,15,3,-1.2103515658938142e-25,183508.11846875394,183508.11846875394,0.008458955109136308,20330.103844354642
8.0,4.58,40,15,4,4.464037328626972e-26,-141052.2674872541,141052.2674872541,0.0020953213792165837,18849.50554120436
8.0,4.58,40,15,5,-8.117323421573856e-26,37029.778389928855,37029.778389928855,0.00010760042880443064,6197.793631151352
8.0,4.58,40,15,6,-4.27622355962254e-25,-28602.554260806366,28602.554260806366,6.705975779888665e-05,6189.108265658095
8.0,4.58,40,15,7,-1.2048377300674042e-23,12073.062623216923,12073.062623216923,2.007390412748847e-05,2987.215029556835
8.0,4.58,40,15,8,-4.0638540742757045e-23,-9389.281573136914,9389.281573136914,2.1103905227835275e-05,2990.747687249904
8.0,4.58,40,15,9,4.488322490115251e-23,5140.575878648707,5140.575878648707,2.2317655662517094e-05,1767.4579234033122
8.0,4.58,40,15,10,-1.3808048091075362e-22,-4032.6364746423164,4032.6364746423164,4.669393398045192e-05,1772.9242395563856
8.0,4.58,40,15,11,3.444776271210991e-20,-2939.859575569245,2939.859575569245,0.9999320278251732,11074.104882866406
8.0,4.58,40,15,12,5.451659771186699e-20,2854.6693560901394,2854.6693560901394,0.9999261510155671,10632.257686931978
8.0,4.58,40,15,13,-2.836697473621863e-23,2600.1592182747895,2600.1592182747895,0.0002883626156278155,1174.055677224228
8.0,4.58,40,15,14,-7.127036895420157e-23,-2061.058892644789,2061.058892644789,0.00018272985041259675,1179.973612783629
8.0,4.58,40,15,15,-5.372272873865404e-22,1485.526124236001,1485.526124236001,0.00040594676346883917,853.5553360829737
8.0,4.58,40,15,16,3.8098745710671255e-20,1179.2794106481797,1179.2794106481797,0.9994176571420548,4273.619899104185
8.0,4.58,40,15,17,5.565282645806277e-20,-1226.1421068609418,1226.1421068609418,0.9993732983853969,4416.742658490107
8.0,4.58,40,15,18,9.537344076570556e-22,-1191.613262931138,1191.613262931138,0.03794804764948036,1034.4705343204723
8.0,4.58,40,15,19,3.041694471112403e-22,930.3052480636018,930.3052480636018,0.0004188363832603251,666.073514012953
8.0,4.58,40,15,20,1.4473174205497883e-21,-756.3129369501279,756.3129369501279,0.00037267696959425667,669.7876092376657
8.0,4.58,40,15,21,4.4039883904481e-20,-607.141646156007,607.141646156007,0.989989549058617,2182.033902517379
8.0,4.58,40,15,22,6.900021367025831e-23,626.4798178946166,626.4798178946166,0.00132757182046228,543.8458540066357
8.0,4.58,40,15,23,5.573792162318565e-20,592.113734590892,592.113734590892,0.9883964939270983,2095.2424529578225
8.0,4.58,40,15,24,-3.458180325158449e-21,-516.7928532474305,516.7928532474305,0.0011370805043706372,541.2272763413628
8.0,4.58,40,15,25,-6.930548448473773e-21,447.87814810612707,447.87814810612707,0.001158619320951669,453.29991474892336
8.0,4.58,40,15,26,4.946352669259503e-20,-401.80241176905815,401.80241176905815,0.894941283460804,1403.5545972175896
8.0,4.58,40,15,27,8.72923616925939e-22,-375.2134804094455,375.2134804094455,0.010870527292081386,480.5412439525462
8.0,4.58,40,15,28,3.475598557940381e-20,390.4235623849334,390.4235623849334,0.8725240888879068,1355.8496226685904
8.0,4.58,40,15,29,-1.521182159738551e-19,336.9179999016887,336.9179999016887,0.0011096490265259944,403.3806309773808
8.0,4.58,40,15,30,5.814676003703545e-21,-287.12707438159947,287.12707438159947,0.002160215831252597,411.67633138455494
8.0,4.58,40,15,31,6.625045596169021e-20,-278.2092509376554,278.2092509376554,0.46706124576249225,963.8519213030208
8.0,4.58,40,15,32,8.885919857167929e-20,273.96263424151783,273.96263424151783,0.4386995852250193,917.5779559367936
8.0,4.58,40,15,33,-9.324428927349024e-19,265.30039542939915,265.30039542939915,0.0016575123373111672,364.2990906822578
8.0,4.58,40,15,34,1.07899787729782e-18,-230.91898881476155,230.91898881476155,0.03736936707180174,402.2253736062017
8.0,4.58,40,15,35,-1.584308545929934e-20,-220.83542734323456,220.83542734323456,0.38524666990389705,734.6164279018884
8.0,4.58,40,15,36,1.0477728247709203e-18,220.20848664856717,220.20848664856717,0.21366884874097392,546.9715598945581
8.0,4.58,40,15,37,-2.488816241939694e-19,216.14189906195952,216.14189906195952,0.22797181394195956,587.7597100575682
8.0,4.58,40,15,38,-1.5578881341992526e-18,-194.4139237304245,194.4139237304245,0.030170812113999464,410.03922269316
8.0,4.58,40,15,39,-1.4672684863252582e-18,189.6185075284498,189.6185075284498,0.05709816078770093,430.33624328617884
8.0,4.58,40,15,40,-2.6628167681410716e-20,-181.85411689086797,181.85411689086797,0.1578068295051645,542.5742086520731
8.0,4.58,40,15,41,5.506484309512495e-19,179.65589306748808,179.65589306748808,0.1391457976752805,487.7330035559486
8.0,4.58,40,15,42,1.6576239650572024e-18,-168.90429527438945,168.90429527438945,0.08568992656036434,436.1371475388385
8.0,4.58,40,15,43,1.7369201687409443e-18,165.62861533645327,165.62861533645327,0.09215780137294388,417.3771553470259
8.0,4.58,40,15,44,4.853823745539149e-19,-155.95708422174087,155.95708422174087,0.10890804308438971,419.7078004958084
8.0,4.58,40,15,45,-1.204790037297313e-19,152.7996236887266,152.7996236887266,0.10154197058126688,386.71341410421195
8.0,4.58,40,15,46,-1.4631723966087112e-18,-143.3340438336699,143.3340438336699,0.10981824890252088,376.79806264142263
8.0,4.58,40,15,47,-1.8260409402340267e-18,140.25530409583797,140.25530409583797,0.10305174962038507,347.50458764821866
8.0,4.58,40,15,48,-9.607233147723688e-19,-131.41072076114546,131.41072076114546,0.11842345065007101,341.227331793007
8.0,4.58,40,15,49,-4.77543737079578e-19,128.36724618147684,128.36724618147684,0.11048093822853082,312.0523997355826
8.0,4.58,40,15,50,1.5092717029381107e-18,-120.0735560506779,120.0735560506779,0.1256663157977533,306.9843888135574
8.0,4.58,40,15,51,2.0191963594778976e-18,117.02692556101462,117.02692556101462,0.11901970898607363,278.4214232659028
8.0,4.58,40,15,52,1.7805176159528616e-18,-109.21100403356952,109.21100403356952,0.1290316708394766,274.9088827041056
8.0,4.58,40,15,53,1.084132282552279e-18,106.1539091555221,106.1539091555221,0.1250817196549324,246.74065657249855
8.0,4.58,40,15,54,-9.91517020514072e-19,-98.82493391311947,98.82493391311947,0.126996001549803,244.69309414676502
8.0,4.58,40,15,55,-1.8733286159744513e-18,95.77573450368212,95.77573450368212,0.12532066870943495,216.74161650390877
8.0,4.58,40,15,56,-2.1253377656207454e-18,-88.99428006417817,88.99428006417817,0.1204727760004014,216.09275190356522
8.0,4.58,40,15,57,-1.645331849409022e-18,85.97610977056704,85.97610977056704,0.11930055909029078,188.2393694386128
8.0,4.58,40,15,58,3.8878759463961207e-19,-79.75081545045296,79.75081545045296,0.1144832174416341,189.56758005552825
8.0,4.58,40,15,59,1.6625956049066006e-18,76.75180176526142,76.75180176526142,0.1118885967994204,161.7963506489143
8.0,4.58,40,15,60,2.834578262262692e-18,-71.03588127857412,71.03588127857412,0.1146249686457916,165.68231243056943
8.0,4.58,40,15,61,2.567223724201571e-18,68.0147277467299,68.0147277467299,0.10777615709484657,137.45347321489257
8.0,4.58,40,15,62,4.859130653517482e-19,-62.776335358784365,62.776335358784365,0.122397487583247,144.11875921048235
8.0,4.58,40,15,63,-1.4845662475400714e-18,59.72367050460177,59.72367050460177,0.10942987477377164,114.77564699811015
8.0,4.58,40,15,64,-3.0491327445198723e-18,-55.034284770877086,55.034284770877086,0.13654733581496908,124.6981045641063
8.0,4.58,40,15,65,-1.1416516448302903e-18,-47.92747438828825,47.92747438828825,0.15485631444992481,107.76320037554935
8.0,4.58,40,15,66,-2.887206195336391e-18,51.99646523493669,51.99646523493669,0.11776829138522162,93.4906182743734
8.0,4.58,40,15,67,1.2318214747953455e-18,44.86721310056137,44.86721310056137,0.13262417991313127,73.98819064499364
8.0,4.58,40,15,68,3.265271114205615e-18,-41.4370175726951,41.4370175726951,0.1809250666293782,95.27419339129092
8.0,4.58,40,15,69,3.917773267608722e-18,38.223279635220266,38.223279635220266,0.15123913842027764,56.686265546313244
8.0,4.58,40,15,70,-1.2674004100986306e-18,31.967171607915418,31.967171607915418,0.16203550628507982,41.08422687330024
8.0,4.58,40,15,71,-4.3806651498832764e-18,26.21330397057882,26.21330397057882,0.15453310147625637,26.6928199864859
8.0,4.58,40,15,72,4.682638685831e-18,20.923212419676968,20.923212419676968,0.15297713037762004,14.214350686207817
8.0,4.58,40,15,73,4.3703526485833154e-18,14.978252927391479,14.978252927391479,0.7444232760530415,6.472973520750075
8.0,4.58,40,15,74,1.3766292698372696e-20,12.407750658048318,12.407750658048318,0.024585359324116023,4030.9070138597585
8.0,4.58,40,15,75,2.6067414905694436e-18,-35.51172099308811,35.51172099308811,0.2189400048397178,87.23080112630663
8.0,4.58,40,15,76,-2.3828824073581863e-18,-30.28027561901702,30.28027561901702,0.27113274832047907,75.51327168421044
8.0,4.58,40,15,77,7.313611431857306e-21,-7.026385536637293,7.026385536637293,0.24760464992925832,1745.323211896645
8.0,4.58,40,15,78,-4.362957912744025e-18,-25.7670705554462,25.7670705554462,0.2908775209124207,44.87778699624439
8.0,4.58,40,15,79,3.026267848290673e-18,-21.372260699716584,21.372260699716584,0.2591447351046176,15.81885616142621
8.0,4.58,40,15,80,6.037482585530245e-18,-15.953297908699192,15.953297908699192,0.5722343729805022,14.479219671996404
8.0,4.58,40,15,81,-2.5023683469912217e-18,0.07769825489367144,0.07769825489367144,0.26754599387284245,4738.213716345791
8.0,4.58,40,15,82,5.961705887829952e-14,0.022197840231893442,0.022197840231893442,0.3340114921072494,41.079227678667664
8.0,4.58,40,15,83,-1.0724358003429435e-13,-0.004920513803437822,0.004920513803437822,0.07655848702593857,211.57119570364335
8.0,4.58,40,15,84,3.4377977529072064e-14,0.004173240067614756,0.004173240067614756,0.06031672542909849,374.7025890075486
8.0,4.58,40,15,85,8.45399730738275e-12,0.0030375169595453,0.0030375169595453,0.15801045664054955,578.9622133662596
8.0,4.58,40,15,86,-1.7564919103272108e-11,-0.0035199435883533975,0.0035199435883533975,0.1301010836541504,310.7362743562308
8.0,4.58,40,15,87,7.9922517174124e-12,-0.0028746555924097734,0.0028746555924097734,0.08638408467958987,405.6326167603695
8.0,4.58,40,15,88,7.541425942769064e-11,0.00215719561593931,0.0021571956159393115,0.2907597248746207,685.8440129627511
8.0,4.58,40,15,89,-9.948744222478399e-11,0.0020179506797260377,0.00201795067972604,0.2274940374179904,1089.856615834052
8.0,4.58,40,15,90,1.5659084050239327e-11,-0.002185535982227643,0.002185535982227643,0.2048812310055419,386.66850267282916
8.0,4.58,40,15,91,-8.789181035959537e-05,-0.0020347917481524855,0.0020366890849311623,0.1826749685680866,668.4405614230643
8.0,4.58,40,15,92,8.789180972055855e-05,-0.002034791749887509,0.0020366890866369927,0.18267494472201687,668.4405482593886
8.0,4.58,40,15,93,1.0200207983029965e-11,0.0016896525387221789,0.0016896525387221789,0.25882726177475224,694.556887118663
8.0,4.58,40,15,94,-3.843234988094172e-14,-0.001538193012384873,0.001538193012384873,0.0775406347981763,1104.40072164571
8.0,4.58,40,15,95,-1.5276255307254023e-13,-0.0012807059425779858,0.0012807059425779858,0.17279320313152127,868.207187401018
8.0,4.58,40,15,96,9.351365997720799e-13,-0.0010620180110904268,0.0010620180110904268,0.11853768961524783,749.870875666191
8.0,4.58,40,15,97,1.01082084161039e-11,-0.0008439429096987157,0.0008439429096987157,0.3990112627431951,1098.7652028829375
8.0,4.58,40,15,98,1.2621540073139539e-11,0.0012754562058894432,0.0012754562058894432,0.08066987485464645,468.5102933191347
8.0,4.58,40,15,99,-4.161728143012963e-05,0.0011731595549743894,0.0011738974995890153,0.20368363984480378,593.9391051800457
8.0,4.58,40,15,100,4.1617270148716546e-05,0.001173159627873345,0.001173897572042193,0.20368331061554515,593.9389576205818
8.0,4.58,40,15,101,2.467023702695424e-12,0.0007154672387384479,0.0007154672387384479,0.0750500588175073,598.8406262180469
8.0,4.58,40,15,102,-3.384678016713258e-11,0.00042150089220351273,0.00042150089220351403,0.38904198914691335,1271.9189184690383
8.0,4.58,40,15,103,3.5364559633000514e-12,-0.00037384962527574155,0.00037384962527574155,0.2559131775696664,985.4676183222925
8.0,4.58,40,15,104,1.5957631688325025e-10,-0.00021091130360600092,0.00021091130360606129,0.5559871982217973,788.9792740468386
