strength_k,diameter,resolution_order,m,eigen_index,real_sigma,imag_sigma,abs_sigma,edge_fraction,radial_roughness
8.0,3.3,40,6,58,-1.848194318417288e-18,-86.66009686073882,86.66009686073882,0.17854214107918723,257.7467838069462
8.0,3.3,40,6,59,-1.2580439155468455e-18,84.47633820931775,84.47633820931775,0.1772907128987498,228.59365731005641
8.0,3.3,40,6,60,1.997380939573642e-18,-74.45183682974645,74.45183682974645,0.17025873407339995,217.9034113233428
8.0,3.3,40,6,61,2.3964130180026e-18,72.30809779373111,72.30809779373111,0.1698695249333567,190.05549492388573
8.0,3.3,40,6,62,3.121709368540139e-19,-63.16906959186879,63.16906959186879,0.16033116257228022,182.22497513047503
8.0,3.3,40,6,63,-7.32960914016092e-19,61.05647200102562,61.05647200102562,0.15816065941070268,155.179016564597
8.0,3.3,40,6,64,-3.2924136836331838e-18,-52.86550543258927,52.86550543258927,0.1560892677308514,149.6072262944942
8.0,3.3,40,6,65,-2.6942279384101764e-18,50.84675831011461,50.84675831011461,0.1528141331022067,123.06564950741969
8.0,3.3,40,6,66,1.5796447836296128e-18,-43.703189780840226,43.703189780840226,0.16567687985918808,120.86540513815456
8.0,3.3,40,6,67,2.9636465076165882e-18,41.77576128753889,41.77576128753889,0.16605311896889274,94.49425216766058
8.0,3.3,40,6,68,1.8046651783027956e-18,-35.48308401687049,35.48308401687049,0.18720483717624956,97.55562615299174
8.0,3.3,40,6,69,1.749838866787767e-19,33.614173506448914,33.614173506448914,0.19146549157037784,69.70046443187044
8.0,3.3,40,6,70,-4.6703847182265304e-18,-28.176077458514413,28.176077458514413,0.19910683801372459,78.97534949085875
8.0,3.3,40,6,71,-4.633081365373661e-18,26.46860329560347,26.46860329560347,0.1977091255405835,47.37196435533611
8.0,3.3,40,6,72,2.323585001426601e-20,-22.048074838624956,22.048074838624956,0.21013776162523382,68.85828175771151
8.0,3.3,40,6,73,4.2675619670565265e-18,20.481573339671804,20.481573339671804,0.19173760929823874,28.339164291602202
8.0,3.3,40,6,74,2.8832449165247603e-18,-17.14546776732863,17.14546776732863,0.33287578311632826,81.25137922704097
8.0,3.3,40,6,75,-1.4740315423744176e-18,-13.863830762933892,13.863830762933892,0.532701388338005,66.42845115320073
8.0,3.3,40,6,76,3.6376844469388596e-19,15.461582692466743,15.461582692466743,0.22995743394410023,13.070778006406535
8.0,3.3,40,6,77,5.6435540563235104e-21,10.795085786388384,10.795085786388384,0.056998675060729476,18909.368497927404
8.0,3.3,40,6,78,-1.6303559444515493e-17,11.72729154786307,11.72729154786307,0.40311223655587275,2.502038246300129
8.0,3.3,40,6,79,1.4724922617763847e-21,-3.6670387280483907,3.6670387280483907,0.314516865706373,2670.512307171764
8.0,3.3,40,6,80,-9.250364963278153e-18,-8.589757821978774,8.589757821978774,0.7392014169132072,23.778331744523204
