frame,time,dominant_mode,dominant_amplitude,target_amplitude,shell_fraction,handedness
86,43.0,7,0.7702923279985144,0.7702923279985142,0.976,0.9876416065911432
87,43.5,7,0.7122359676338179,0.7122359676338178,0.9705,0.9834368530020704
88,44.0,7,0.6822170227153832,0.6822170227153831,0.969,1.0
89,44.5,7,0.6544688180983572,0.654468818098357,0.975,1.0
90,45.0,7,0.6341012254879317,0.6341012254879324,0.979,0.9979539641943734
91,45.5,7,0.6119391637613149,0.611939163761315,0.978,0.9918074756784434
92,46.0,7,0.575131641899788,0.5751316418997877,0.9825,0.9908163265306122
93,46.5,7,0.5478097600954468,0.5478097600954469,0.975,0.9958890030832477
94,47.0,7,0.5238211214509734,0.523821121450973,0.964,0.9989615784008308
95,47.5,7,0.5071840003892457,0.5071840003892452,0.965,0.9989631933644375
96,48.0,7,0.48502708772035574,0.4850270877203552,0.976,0.9948691636736788
97,48.5,7,0.4787709202754706,0.47877092027547036,0.981,0.9969403365629781
98,49.0,7,0.47206488277534164,0.4720648827753425,0.982,0.9989811512990321
99,49.5,7,0.4670416211991236,0.4670416211991234,0.978,0.9959016393442623
100,50.0,7,0.45674543883247365,0.45674543883247454,0.9655,0.9916839916839917
101,50.5,7,0.43426034926709284,0.43426034926709267,0.9595,0.9968717413972888
102,51.0,7,0.4241651832924967,0.4241651832924976,0.9645,0.9989615784008308
103,51.5,7,0.4213296827176106,0.42132968271761073,0.977,0.9969246540235777
104,52.0,7,0.428312676573737,0.42831267657373684,0.97,0.9979360165118679
105,52.5,7,0.43705377407875307,0.437053774078752,0.967,0.9989648033126294
106,53.0,7,0.4443475846161685,0.4443475846161674,0.97,0.993798449612403
107,53.5,7,0.4413155690087252,0.44131556900872554,0.963,0.9958246346555324
108,54.0,7,0.42932715169674956,0.4293271516967497,0.961,0.9968717413972888
109,54.5,7,0.406201253595909,0.40620125359590875,0.9625,0.9926931106471816
110,55.0,8,0.3980145704818699,0.3837556907116153,0.963,0.997920997920998
111,55.5,8,0.3884409409218958,0.3597920937881512,0.9695,0.9989642672190575
112,56.0,8,0.37117529977026364,0.3356551498717347,0.9745,0.997946611909651
113,56.5,8,0.3528915995625876,0.30276901334225303,0.971,0.9989690721649485
114,57.0,8,0.33141073357009004,0.26410050833128035,0.97,0.9948266942576306
115,57.5,15,0.379560010165887,0.21144274240754302,0.9645,0.990625
116,58.0,8,0.2800936513600201,0.1791833895151512,0.9715,0.9958527734577501
117,58.5,12,0.2937593813863434,0.1485231849749951,0.977,0.9979508196721312
118,59.0,12,0.29878120442583567,0.13717200753283726,0.9745,0.9979445015416238
119,59.5,12,0.29924202289997104,0.1307864999397967,0.9755,0.9907597535934292
120,60.0,12,0.2926790543247892,0.13437019297109773,0.9705,0.9886539453326457
121,60.5,14,0.3264626626196329,0.13885504877772817,0.9655,0.9885595423816953
122,61.0,14,0.33514664663745364,0.13864780233156204,0.967,0.9896103896103896
123,61.5,14,0.36415263777747425,0.13615961823019554,0.961,0.9937369519832986
124,62.0,14,0.3989445082443775,0.12398261626530538,0.9665,0.9948213360952874
125,62.5,14,0.42166942990932993,0.0980036010472794,0.9635,0.9947889525794684
126,63.0,14,0.4440960130871943,0.0736430433686712,0.969,0.9968960165545784
127,63.5,14,0.4460663540318164,0.04812739072246979,0.969,0.9989674754775426
128,64.0,13,0.3707969108620227,0.028532788651151553,0.977,1.0
129,64.5,13,0.4074438228091826,0.014196279602759982,0.9725,1.0
130,65.0,13,0.4414447462371878,0.007471232971965609,0.979,0.9969340827797649
131,65.5,13,0.4658152649951964,0.017311378120100047,0.9805,0.9979581419091373
132,66.0,13,0.49325013298688364,0.025493187918756315,0.9795,1.0
133,66.5,13,0.5186448267955788,0.030240979276847164,0.981,0.9989801121876594
134,67.0,13,0.5494900428437358,0.028484505669082352,0.983,1.0
135,67.5,13,0.5789839277911175,0.032298411481430686,0.9895,0.9989888776541962
136,68.0,13,0.6029051079809278,0.04240770359347105,0.9925,0.9979838709677419
137,68.5,13,0.6219426196546756,0.04565275318254165,0.991,0.9989904088844018
138,69.0,13,0.6389010870374693,0.038772513559497054,0.991,0.9989909182643795
139,69.5,13,0.6581088409599757,0.0364486759904333,0.993,1.0
140,70.0,13,0.6738357915238352,0.040868686291759077,0.994,1.0
141,70.5,13,0.6920479224495828,0.045912084264683815,0.994,1.0
142,71.0,13,0.7065262870243638,0.05154941203012668,0.994,1.0
143,71.5,13,0.7163074754988149,0.04947230413381494,0.995,1.0
144,72.0,13,0.7234551860777958,0.04856208849635652,0.9985,0.998997995991984
145,72.5,13,0.732649335605755,0.04449864602919888,0.9965,1.0
146,73.0,13,0.7390923189820942,0.04099224439031105,0.995,1.0
147,73.5,13,0.7473159155576969,0.044821835503433265,0.996,0.998995983935743
148,74.0,13,0.7490730243275986,0.049802947243534686,0.999,1.0
149,74.5,13,0.748259782560696,0.04964758351663294,0.9965,1.0
150,75.0,13,0.7473504030376497,0.0505880077293885,0.998,1.0
151,75.5,13,0.7460085417065846,0.0492105433932064,0.9965,0.998995983935743
152,76.0,13,0.7419882281024865,0.05172251444810906,0.997,1.0
153,76.5,13,0.7398754079032691,0.055369870067329685,0.995,1.0
154,77.0,13,0.7415970151846165,0.058823845044760896,0.9955,1.0
155,77.5,13,0.742949202684707,0.057913424990616094,0.995,1.0
156,78.0,13,0.744715710449632,0.05704113689261359,0.994,1.0
157,78.5,13,0.7445110986314345,0.0558821402333088,0.9935,1.0
158,79.0,13,0.7446155673681171,0.05594917435397902,0.994,1.0
159,79.5,13,0.7466565899473637,0.058404742066136835,0.9945,1.0
160,80.0,13,0.7515446151519818,0.05704020455024298,0.997,1.0
161,80.5,13,0.7584585806733782,0.05486035595925036,0.998,1.0
162,81.0,13,0.7624479208587605,0.051812825250952446,0.9985,1.0
163,81.5,13,0.7659981652057054,0.05182527987616528,0.998,1.0
164,82.0,13,0.7692110421657622,0.052992298056702296,0.9995,1.0
165,82.5,13,0.7707693735899647,0.054144527984725216,0.9985,1.0
166,83.0,13,0.7718974035818886,0.05503433231969595,0.9985,1.0
167,83.5,13,0.7741114161948847,0.05554329612088906,0.9995,1.0
168,84.0,13,0.7745644876731581,0.05611356736959643,0.9995,1.0
169,84.5,13,0.7737403257420873,0.055866822400351936,0.999,1.0
170,85.0,13,0.77377511249923,0.0578321848857474,0.9995,1.0
171,85.5,13,0.7770099404537714,0.05832190798200543,0.9995,1.0
172,86.0,13,0.7795370679067914,0.059033933205588265,1.0,1.0
173,86.5,13,0.7857926966447124,0.058632798341148776,1.0,1.0
174,87.0,13,0.7877832646058875,0.05782970866830163,1.0,1.0
175,87.5,13,0.7904764223550483,0.05723704317484814,1.0,1.0
176,88.0,13,0.7920255932656577,0.05728373583724968,1.0,1.0
177,88.5,13,0.793363051182487,0.056772430337921995,1.0,1.0
178,89.0,13,0.7933347841641702,0.056187303977274575,1.0,1.0
179,89.5,13,0.7907564576513562,0.05679857891040573,1.0,1.0
180,90.0,13,0.7846682441082086,0.057871992774007466,1.0,1.0
181,90.5,13,0.778541770148964,0.059402931107994036,0.9995,1.0
182,91.0,13,0.7714488727640645,0.05912032488378703,0.9995,1.0
183,91.5,13,0.7638848641393399,0.05958807914037306,0.9995,1.0
184,92.0,13,0.758154134041708,0.05999839751827902,0.9995,1.0
185,92.5,13,0.7539168945816067,0.06039304239063939,1.0,1.0
186,93.0,13,0.7493711467462643,0.06108001293894858,1.0,1.0
187,93.5,13,0.7445899859632856,0.0614780026451863,0.9995,1.0
188,94.0,13,0.7375472797818866,0.06286680114857088,0.9995,1.0
189,94.5,13,0.729535561275779,0.06390060176636263,0.999,1.0
190,95.0,27,0.9081390305856482,0.0645371543216325,0.999,1.0
191,95.5,27,0.9197939283775376,0.06363850173311207,0.9995,1.0
192,96.0,27,0.9303762492313318,0.0627207783774936,1.0,1.0
193,96.5,27,0.9375115683505094,0.062133180372495184,1.0,1.0
194,97.0,27,0.9440619106557928,0.06281195663262329,1.0,1.0
195,97.5,27,0.950095979389051,0.06467170365796737,1.0,1.0
196,98.0,27,0.9579001735349997,0.06541019720635587,1.0,1.0
197,98.5,27,0.962402814552182,0.06616932147830071,1.0,1.0
198,99.0,27,0.9678862073924495,0.0658738186797898,1.0,1.0
199,99.5,27,0.9700959040902181,0.06631232436911894,1.0,1.0
200,100.0,27,0.9724457920701297,0.06661383348385616,1.0,1.0
201,100.5,27,0.9734742697892178,0.06660722277613806,1.0,1.0
202,101.0,27,0.9736283689329062,0.0677150863140146,1.0,1.0
203,101.5,27,0.9727366303094838,0.06807107842054401,1.0,1.0
204,102.0,27,0.9715213646973885,0.06774237419745946,1.0,1.0
205,102.5,27,0.9686525024792619,0.06767902484116524,1.0,1.0
206,103.0,27,0.9658317226156157,0.06783946185076932,1.0,1.0
207,103.5,27,0.9635076101796733,0.06840129035037995,1.0,1.0
208,104.0,27,0.9611824417796956,0.06843038761360057,1.0,1.0
209,104.5,27,0.956664030391478,0.06889465877054231,1.0,1.0
210,105.0,27,0.9521290333371304,0.0682376584302306,1.0,1.0
211,105.5,27,0.9481245237635545,0.06843851181551186,1.0,1.0
212,106.0,27,0.9419743463343541,0.06933952322680959,1.0,1.0
213,106.5,27,0.937082758237393,0.06987207935901327,1.0,1.0
214,107.0,14,0.7501316674446672,0.06948585009079417,1.0,1.0
215,107.5,14,0.7555508879535047,0.06945778707132404,1.0,1.0
216,108.0,14,0.7600288598915429,0.06976506351583678,1.0,1.0
217,108.5,14,0.7656489348997143,0.0700034484516947,1.0,1.0
218,109.0,14,0.7713359061888295,0.07029663483534422,1.0,1.0
219,109.5,14,0.774726037770121,0.07032681263511528,1.0,1.0
220,110.0,14,0.7789961649547228,0.06995890284164157,1.0,1.0
221,110.5,14,0.7835140964882292,0.06991269704914833,1.0,1.0
222,111.0,14,0.7873992139093658,0.07044372821178455,1.0,1.0
223,111.5,14,0.7909466922118703,0.07086350383638249,1.0,1.0
224,112.0,14,0.7935710214992004,0.07101238193521664,1.0,1.0
225,112.5,14,0.7967775469636834,0.07057570278096058,1.0,1.0
226,113.0,14,0.7998123270981997,0.0703933350789031,1.0,1.0
227,113.5,14,0.8036828163711879,0.07097627985862166,1.0,1.0
228,114.0,14,0.8060309681105953,0.07099533026662119,1.0,1.0
229,114.5,14,0.8082592370624114,0.07094304796736448,1.0,1.0
230,115.0,14,0.810671058721433,0.07072442507897951,1.0,1.0
231,115.5,14,0.8122180235543245,0.07053549322750514,1.0,1.0
232,116.0,14,0.8139546947970817,0.07099917638217469,1.0,1.0
233,116.5,14,0.8164889825552283,0.07133666384346479,1.0,1.0
234,117.0,14,0.818940846265206,0.07129569584665403,1.0,1.0
235,117.5,14,0.8195185101617495,0.07093512531256514,1.0,1.0
236,118.0,14,0.820681732953546,0.07106412348370239,1.0,1.0
237,118.5,14,0.8206599655773122,0.07097828509268671,1.0,1.0
238,119.0,14,0.8209701528907363,0.07116489421110757,1.0,1.0
239,119.5,14,0.8226530850541269,0.07150129236437147,1.0,1.0
240,120.0,14,0.8238441473443453,0.07162678714150662,1.0,1.0
241,120.5,14,0.82580164888628,0.07139152867307111,1.0,1.0
242,121.0,14,0.8259835153551803,0.07125843025152992,1.0,1.0
243,121.5,14,0.8259246289552716,0.07132511410004354,1.0,1.0
244,122.0,14,0.8277528547522673,0.07154082807481221,1.0,1.0
245,122.5,14,0.828058778517208,0.07151592726914467,1.0,1.0
246,123.0,14,0.828931007673625,0.07152276694520036,1.0,1.0
247,123.5,14,0.8283660122646745,0.07115189270069432,1.0,1.0
248,124.0,14,0.831166849815141,0.07131696632341408,1.0,1.0
249,124.5,14,0.8317563783094292,0.07130665395290375,1.0,1.0
250,125.0,14,0.8331963102311915,0.07168071625997473,1.0,1.0
251,125.5,14,0.8319126178797577,0.07161902773656213,1.0,1.0
252,126.0,14,0.8339344129498935,0.07166092627098525,1.0,1.0
253,126.5,14,0.8354364043644359,0.07163755786190257,1.0,1.0
254,127.0,14,0.8357581361458765,0.0714309457201298,1.0,1.0
255,127.5,14,0.8369385520065303,0.07163676916017583,1.0,1.0
256,128.0,14,0.8377413495132409,0.07158887420606261,1.0,1.0
257,128.5,14,0.8384794779012775,0.07167049118694689,1.0,1.0
258,129.0,14,0.8377096744759689,0.07184630652616943,1.0,1.0
259,129.5,14,0.8385295107662132,0.07188603045169084,1.0,1.0
260,130.0,14,0.8373945053416659,0.07154447672292259,1.0,1.0
261,130.5,14,0.8369948948472091,0.07133840738345038,1.0,1.0
262,131.0,14,0.8368766839495129,0.07150406074233515,1.0,1.0
263,131.5,14,0.8369422109629405,0.07160287853624195,1.0,1.0
264,132.0,14,0.8382328463345236,0.07190345922134879,1.0,1.0
265,132.5,14,0.8370671158683701,0.07147321355617159,1.0,1.0
266,133.0,14,0.8372564000335729,0.07141154131009582,1.0,1.0
267,133.5,14,0.8373650159987187,0.07173809772397417,1.0,1.0
268,134.0,14,0.8371735339777383,0.07192487022302528,1.0,1.0
269,134.5,14,0.8374790378955148,0.07169662776496234,1.0,1.0
270,135.0,14,0.835286663235388,0.07087697209118757,1.0,1.0
271,135.5,14,0.8364213761855324,0.07122326197586616,1.0,1.0
272,136.0,14,0.8360675430329191,0.07165653628499906,1.0,1.0
273,136.5,14,0.8371397088145418,0.07198955022260416,1.0,1.0
274,137.0,14,0.8377207502115862,0.07169060727237353,1.0,1.0
275,137.5,14,0.8383301187839525,0.07142533420572156,1.0,1.0
276,138.0,14,0.838352673059232,0.0715263922308575,1.0,1.0
277,138.5,14,0.8396552715690216,0.07170863072254147,1.0,1.0
278,139.0,14,0.838857003431089,0.07181181165391039,1.0,1.0
279,139.5,14,0.8394992253563975,0.07167696296827575,1.0,1.0
280,140.0,14,0.8393577523444037,0.07143949759996236,1.0,1.0
281,140.5,14,0.8390968682215242,0.07151860285959198,1.0,1.0
282,141.0,14,0.8389053776470516,0.07180528688970786,1.0,1.0
283,141.5,14,0.8387713249099313,0.07187059190032434,1.0,1.0
284,142.0,14,0.8395301126156228,0.07168386662714837,1.0,1.0
285,142.5,14,0.8394031870458515,0.0714561357841599,1.0,1.0
286,143.0,14,0.8404688474264432,0.07172112182660885,1.0,1.0
287,143.5,14,0.8404364660215229,0.07165470929501053,1.0,1.0
288,144.0,14,0.839662606614121,0.07164120903017895,1.0,1.0
289,144.5,14,0.8401576994822043,0.07192949502085377,1.0,1.0
290,145.0,14,0.840684727755819,0.07176061071113204,1.0,1.0
291,145.5,14,0.8408639492931357,0.07164336944030149,1.0,1.0
292,146.0,14,0.8409653537761604,0.07158253670833559,1.0,1.0
293,146.5,14,0.839044904202124,0.07171756318555825,1.0,1.0
294,147.0,14,0.8391907136887884,0.07194639760894907,1.0,1.0
295,147.5,14,0.8399753771441834,0.0716818966766862,1.0,1.0
296,148.0,14,0.8392752277757556,0.07136776880918315,1.0,1.0
297,148.5,14,0.8395618907701482,0.07156724278231026,1.0,1.0
298,149.0,14,0.8407348562865291,0.07198128124945208,1.0,1.0
299,149.5,14,0.8406266702881959,0.07201459421515115,1.0,1.0
300,150.0,14,0.8406799617848814,0.07165483336831949,1.0,1.0
301,150.5,14,0.8396762405936192,0.07161042691128851,1.0,1.0
302,151.0,14,0.8399793878367865,0.07168446735497969,1.0,1.0
303,151.5,14,0.8400780789786272,0.07169872831143918,1.0,1.0
304,152.0,14,0.8396616822816542,0.07189512078787905,1.0,1.0
305,152.5,14,0.8406128039149304,0.07149002767959435,1.0,1.0
306,153.0,14,0.8412290819977627,0.07112225626811843,1.0,1.0
307,153.5,14,0.8406195963492938,0.0716470497609398,1.0,1.0
308,154.0,14,0.8402049240034593,0.07151181927741777,1.0,1.0
309,154.5,14,0.8397841499901584,0.07136831666686466,1.0,1.0
310,155.0,14,0.8408967605836578,0.07149821891545785,1.0,1.0
311,155.5,14,0.8414383149471382,0.07183694175204718,1.0,1.0
312,156.0,14,0.8394920444757183,0.07173076831258465,1.0,1.0
313,156.5,14,0.839287701464284,0.07143879676743334,1.0,1.0
314,157.0,14,0.8397955924961699,0.07126373764050825,1.0,1.0
315,157.5,14,0.8403642850683216,0.07184917088401735,1.0,1.0
316,158.0,14,0.8408074095878144,0.07193832384145184,1.0,1.0
317,158.5,14,0.8415607906917465,0.07155027099800587,1.0,1.0
318,159.0,14,0.8407810372223046,0.07127745942030023,1.0,1.0
319,159.5,14,0.8405364334556342,0.07168143855635692,1.0,1.0
320,160.0,14,0.8402233656902165,0.07171901988380383,1.0,1.0
321,160.5,14,0.8409360077790677,0.07165639240324773,1.0,1.0
322,161.0,14,0.8417326767504133,0.07195124816010863,1.0,1.0
323,161.5,14,0.8429520494495066,0.07195862659057185,1.0,1.0
324,162.0,14,0.8428975149950709,0.07167591890871738,1.0,1.0
325,162.5,14,0.8427401784771836,0.07157594204023893,1.0,1.0
326,163.0,14,0.8423098833053596,0.07179668272905901,1.0,1.0
327,163.5,14,0.8443196465693408,0.0718675337529597,1.0,1.0
328,164.0,14,0.8445646254284017,0.0715306902294579,1.0,1.0
329,164.5,14,0.8446203209313475,0.07162907422889844,1.0,1.0
330,165.0,14,0.8449785641563919,0.0719128231613143,1.0,1.0
331,165.5,14,0.8453278306404499,0.07212196867288408,1.0,1.0
332,166.0,14,0.8458047360918808,0.07188254163724032,1.0,1.0
333,166.5,14,0.8467487862878227,0.07184575195174998,1.0,1.0
334,167.0,14,0.8477576006655699,0.07184205716542008,1.0,1.0
335,167.5,14,0.8479585456089146,0.07192238297611203,1.0,1.0
336,168.0,14,0.8483524127652493,0.07219443055725622,1.0,1.0
337,168.5,14,0.8480608684006468,0.07193160860598603,1.0,1.0
338,169.0,14,0.8472945118884165,0.07181596842365533,1.0,1.0
339,169.5,14,0.8474702331501954,0.07198164503600633,1.0,1.0
340,170.0,14,0.8470013106519999,0.07218792522284061,1.0,1.0
341,170.5,14,0.8472929198860675,0.07203566622516974,1.0,1.0
342,171.0,14,0.8488247177910468,0.07171773255259427,1.0,1.0
343,171.5,14,0.8481333323678881,0.07182017244585207,1.0,1.0
344,172.0,14,0.8475539870155865,0.0718986490395542,1.0,1.0
345,172.5,14,0.847608673596618,0.07211194166590237,1.0,1.0
346,173.0,14,0.8483974720178935,0.07211390215307305,1.0,1.0
347,173.5,14,0.8468122143770467,0.07174971988353343,1.0,1.0
348,174.0,14,0.8471599344997263,0.0719064285609206,1.0,1.0
349,174.5,14,0.8483316023937247,0.07181185296952917,1.0,1.0
350,175.0,14,0.848203482890091,0.07186914448721089,1.0,1.0
351,175.5,14,0.8486792833555376,0.0721008817736684,1.0,1.0
352,176.0,14,0.8498438444684409,0.07198032369911726,1.0,1.0
353,176.5,14,0.8490730944252902,0.07193727985685347,1.0,1.0
354,177.0,14,0.847249202146606,0.07191917379822363,1.0,1.0
355,177.5,14,0.8466512798949078,0.07194113332464702,1.0,1.0
356,178.0,14,0.8442411052384282,0.07157312946354959,1.0,1.0
357,178.5,14,0.8438586206478979,0.07171430207668528,1.0,1.0
358,179.0,14,0.8439561420531264,0.07172767603691425,1.0,1.0
359,179.5,14,0.8425881687744184,0.07179349055792628,1.0,1.0
360,180.0,14,0.842037183222704,0.07155783132118897,1.0,1.0
361,180.5,14,0.8418968359148443,0.07171909323338253,1.0,1.0
362,181.0,14,0.8402710366714854,0.07182959003535165,1.0,1.0
363,181.5,14,0.8408789585461973,0.07171318636288647,1.0,1.0
364,182.0,14,0.8430061944431492,0.07183847610586162,1.0,1.0
365,182.5,14,0.8431499564390709,0.07166726114659895,1.0,1.0
366,183.0,14,0.8439856098640598,0.0718659341187408,1.0,1.0
367,183.5,14,0.8429890824418872,0.07173961835888717,1.0,1.0
368,184.0,14,0.8431061931885329,0.0720777705147002,1.0,1.0
369,184.5,14,0.8435431856390007,0.07187536951942891,1.0,1.0
370,185.0,14,0.8440755850625536,0.07194971747155925,1.0,1.0
371,185.5,14,0.8428230131709751,0.0716158813609256,1.0,1.0
372,186.0,14,0.8428920577431265,0.07176531204532219,1.0,1.0
373,186.5,14,0.8432376870667699,0.07205734038057736,1.0,1.0
374,187.0,14,0.8447091309576287,0.07192984265191253,1.0,1.0
375,187.5,14,0.8439799207818998,0.07161018976052622,1.0,1.0
376,188.0,14,0.842780905597704,0.07154902307271355,1.0,1.0
377,188.5,14,0.8427477160030247,0.07206984451660743,1.0,1.0
378,189.0,14,0.8432050372780581,0.07211323717984133,1.0,1.0
379,189.5,14,0.8430217745374561,0.07156816155623297,1.0,1.0
380,190.0,14,0.8430601871426171,0.07131161184166304,1.0,1.0
381,190.5,14,0.8432855118426981,0.07181264949421674,1.0,1.0
382,191.0,14,0.8442405947840159,0.07234318628511673,1.0,1.0
383,191.5,14,0.8444490363230789,0.07210006556040284,1.0,1.0
384,192.0,14,0.844355121020639,0.0715435942676794,1.0,1.0
385,192.5,14,0.8439548649761689,0.07147049872751271,1.0,1.0
386,193.0,14,0.8440228394010999,0.07176703951464199,1.0,1.0
387,193.5,14,0.8439693190483686,0.07198003928096805,1.0,1.0
388,194.0,14,0.8432760419828006,0.07189345133939302,1.0,1.0
389,194.5,14,0.8440707280036892,0.07195089511013542,1.0,1.0
390,195.0,14,0.8436763452934309,0.07167782575572226,1.0,1.0
391,195.5,14,0.841973305225466,0.071651953605961,1.0,1.0
392,196.0,14,0.8425949665482069,0.07177225509510368,1.0,1.0
393,196.5,14,0.8435713587296394,0.07177289737351772,1.0,1.0
