diameter,coupling,m,n_radial,quadrature_factor,real,imag,abs_sigma,residual,normalization_error,accessible_area_center,accessible_area_wall
3.3,20.75,9,24,8,7.426829904289182e-19,46.80615679166007,46.80615679166007,2.947767699190949e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-9.337940260204462e-18,-11.82627787385598,11.82627787385598,3.3709491535400874e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-3.352465623409163e-17,42.31793391087376,42.31793391087376,1.5816746872188239e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,3.2424993458492494e-17,38.24492283401857,38.24492283401857,3.64300636196396e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,3.160293297423998e-18,34.51021593648114,34.51021593648114,2.9483229449003446e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-1.3631217043802313e-18,31.21915765452512,31.21915765452512,2.1828041611418513e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,1.3734177187412662e-18,22.61300326881744,22.61300326881744,1.8679383994910985e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-1.649378091568979e-17,28.544292695044962,28.544292695044962,2.1235318741204894e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-1.1341975206874606e-17,23.78373003249277,23.78373003249277,8.252790323925405e-18,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-4.454404195140765e-16,25.744381959078197,25.744381959078197,2.2927887611858768e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,1.7752031978192802e-16,1.451338220918217,1.451338220918217,2.4308072334000585e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,9.385458674716971e-14,0.025438724677569743,0.025438724677569743,7.299218783513467e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,9.176739346120403e-12,-0.010721993767982002,0.010721993767982002,2.507806196758939e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-0.0035527880972523657,-0.004279506997168177,0.005562057479277742,9.181094380811236e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,0.00355278808998399,-0.00427950698973719,0.0055620574689175546,8.473658681418645e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-0.004226813956033681,0.000505507439399246,0.004256934811599666,4.708642984991616e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-3.542065695820596e-14,0.004353184697643039,0.004353184697643039,5.739785866498322e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,0.0042268139540683845,0.0005055074359809939,0.00425693480924236,3.905571174608899e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-0.001571187314501321,-0.003780187758518752,0.004093708473609827,1.0636558157533713e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,0.0015711873145002168,-0.0037801877592989505,0.004093708474329849,1.0425220466820713e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,3.8669634963154936e-14,0.002010947247338358,0.002010947247338358,5.0622785710194335e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-0.0016647982695412002,0.0008498527492623821,0.0018691717346718585,9.804758180297643e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,0.0016647982627285452,0.0008498527477969901,0.0018691717279378255,6.462864406665858e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-0.0007495964844447439,-0.00029792979468111063,0.0008066331582886039,1.0216463834730482e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-0.0006350824803652117,0.0002381737178667769,0.0006782746322466384,7.305599529571037e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-8.650477904355684e-12,0.0006805092948590874,0.0006805092948590874,8.48947308398527e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,0.0007495964978452545,-0.0002979297952017249,0.0008066331709338591,9.288084383021877e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,0.0006350824823890734,0.00023817371676563634,0.0006782746337549602,6.706976731697601e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,-1.6827561095824807e-19,-3.50276161698179e-05,3.50276161698179e-05,5.168639359180715e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,24,8,6.092646375850261e-20,-2.5325081466648383e-06,2.5325081466648383e-06,5.909808862195352e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,9,32,8,-2.3822851455364554e-20,-263.09134319545325,263.09134319545325,1.5477638388621274e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,1.3345366586998755e-20,218.87666177464064,218.87666177464064,1.892550422042891e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-2.93171624574765e-19,182.9884499713703,182.9884499713703,4.768798112123603e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-3.398201668330214e-19,-185.18031157030234,185.18031157030234,3.1449415739482513e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-9.489333269574459e-20,-173.89376122901012,173.89376122901012,3.249537455763459e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-3.356707479812249e-20,153.95058861249,153.95058861249,7.602847779851112e-18,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-3.017564336910205e-19,130.05048109127253,130.05048109127253,7.683159538619024e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-5.180232248876269e-19,-132.20667178978508,132.20667178978508,4.3758041368191076e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,3.8065862725307245e-19,-127.50756228593767,127.50756228593767,1.0821717286162294e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-2.4564042672080783e-19,118.3417075952644,118.3417075952644,4.904653167756355e-18,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,2.228974879578564e-18,-103.95833999040337,103.95833999040337,1.3207828199106356e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-1.4104286999432396e-18,-99.79907697415926,99.79907697415926,9.546951023104313e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,1.3850283123021478e-18,101.54355936355115,101.54355936355115,1.1197723365945013e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-2.1931088975350474e-18,97.93606422356929,97.93606422356929,8.962801760981026e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-4.1594120691934876e-19,88.9517401028922,88.9517401028922,4.178082254462588e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-1.7020043527100838e-18,-90.01389854582345,90.01389854582345,3.024694475240184e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,2.5457552935451908e-18,-83.21271230370964,83.21271230370964,2.5539561844488663e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-9.580301215533315e-19,-76.03183356183898,76.03183356183898,1.4611282200067542e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,2.5161907836683616e-18,82.16362539636627,82.16362539636627,3.0873413979382557e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-1.5767139655851323e-18,75.15050939250709,75.15050939250709,2.7053140325170088e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-2.4164499253444954e-18,-69.52528050228929,69.52528050228929,1.610407884417725e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-1.7846494706879034e-18,68.6983649856898,68.6983649856898,3.0459486489827446e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,2.5547524174916187e-18,-63.45623723456141,63.45623723456141,1.5344001736908922e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,2.8628181183663882e-18,62.6741319822943,62.6741319822943,2.4006714851974326e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,4.2427226592687696e-19,-57.69317275636523,57.69317275636523,1.5332222853860407e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,2.041063706961266e-18,56.964815748744996,56.964815748744996,6.990387793358261e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-3.4068302933583546e-18,-52.30525032465973,52.30525032465973,1.486343745234077e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,2.394691840055773e-18,-47.370652745946934,47.370652745946934,1.521664877690485e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,2.0187343485162306e-18,-42.79206926063747,42.79206926063747,1.5716363785434012e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-5.2041057333590845e-18,-38.596760220119236,38.596760220119236,1.7061114759609738e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,2.9524052491183458e-18,-34.748896358308855,34.748896358308855,1.6425678417437358e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,4.632617502756028e-18,-31.311646385868706,31.311646385868706,1.7595917829178692e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-1.2735874760536713e-17,-28.402637324543022,28.402637324543022,2.1315768317364658e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,1.3245752265286315e-19,-15.788536879507861,15.788536879507861,6.937108678650147e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,1.9325072390818444e-17,-25.2192872650564,25.2192872650564,4.732114050238956e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,3.590918852294411e-18,-21.942716279703657,21.942716279703657,6.871420030480225e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-5.704237290892468e-18,51.663678496895955,51.663678496895955,4.712060131991166e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,5.7910089196529295e-18,-11.82630628414986,11.82630628414986,9.86419306974155e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,2.988859729384856e-18,46.80764371512707,46.80764371512707,5.30190986359337e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,9.465087358438975e-19,42.31664465735669,42.31664465735669,8.339223051076105e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-2.541521820402319e-16,0.9410639244062377,0.9410639244062377,2.352102617809056e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-6.266135117238448e-18,38.24534843229452,38.24534843229452,3.5524000552021784e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,3.854803715868661e-18,34.510097498312206,34.510097498312206,2.740481774246776e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-1.6557570412205246e-18,31.219004565230122,31.219004565230122,8.074009230177039e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,1.4646808732340492e-17,23.783727848412077,23.783727848412077,2.5448697178680557e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-1.2512672629973544e-18,26.160387820245845,26.160387820245845,2.466768179425296e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,2.5341823668691126e-16,25.7443257833985,25.7443257833985,2.5649258657797348e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,5.930882011443461e-16,28.544424211129005,28.544424211129005,1.0532577145253872e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-5.367849297936261e-13,0.025468209229035723,0.025468209229035723,1.8836312121546372e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,5.017544694866412e-13,-0.01087610123158154,0.01087610123158154,7.691206236944568e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-8.292894093761699e-13,-0.004648422000763991,0.004648422000763991,6.880767288706816e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,1.3895679753833933e-12,0.004041249922359802,0.004041249922359802,1.7946179131540723e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,0.001769049338318156,-0.0011391574970694494,0.0021040949038799175,1.8810459673376938e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-0.0017690493388436434,-0.0011391574933048356,0.002104094902283566,2.461091987641499e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,8.205027282441565e-15,0.0018243269230438987,0.0018243269230438987,8.69456858831369e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,0.001366964543033266,-4.4061705095508236e-05,0.0013676744845781358,4.723934564739166e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-0.0013669645347612583,-4.4061716903803944e-05,0.001367674476690844,1.239553711784978e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-0.0004075081683565531,-0.0013375732766273947,0.0013982722115614891,9.497297939323647e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,0.0004075081692105257,-0.0013375733013562886,0.001398272235465782,5.191535378282033e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,1.1703833644953187e-11,-0.0011200554679741141,0.0011200554679741141,6.934508676066662e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,0.0006763958856672228,0.0002479175260751353,0.0007203988436156475,7.997570684259816e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-0.0006763958881799122,0.0002479175188091788,0.0007203988434743574,7.054310170111582e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-0.0003828944948808568,0.0005654874348562854,0.000682923299639431,6.098859304686947e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,0.00038289448395979135,0.0005654874270738825,0.0006829232870721824,8.198388585027069e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-5.766486355444629e-12,0.0006556537946650494,0.0006556537946650494,5.934431922345118e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,0.0002294445881533916,-0.0004846799547577143,0.0005362457249963112,7.283293005052698e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,0.00026413012468755185,-0.0003578188485102477,0.0004447460523901941,6.815946596228062e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-0.00022944458983641336,-0.0004846799738986075,0.0005362457430167206,8.43348082404767e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-0.0002641301247481943,-0.0003578188441740197,0.00044474604893751223,8.194439582794812e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-2.78185959428117e-13,0.0002002642143680001,0.0002002642143680001,6.091088794945222e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,9.244342001492691e-05,3.903011279306497e-05,0.00010034508263335859,5.224176506446174e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-9.244341960688141e-05,3.903011339685991e-05,0.00010034508249229601,5.5180980168101945e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,4.583682766733463e-06,1.4562927411115282e-05,1.5267252617529527e-05,4.616544245443094e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-4.583682791082607e-06,1.4562906754450315e-05,1.52672329211315e-05,4.8921594470342917e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,9,32,8,-3.467638882912869e-22,-5.3385825576521196e-08,5.3385825576521196e-08,1.2672981627603101e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,24,8,6.940590899187584e-21,-263.63915229877864,263.63915229877864,6.162983766352727e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-6.754056243374838e-21,254.52756528587668,254.52756528587668,7.863338377940766e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,4.096410999625942e-21,245.64552408912925,245.64552408912925,1.5724175925296716e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,1.1378313629247537e-20,-187.79101370855466,187.79101370855466,8.781455677037907e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-4.503890929186222e-21,141.52036520397508,141.52036520397508,1.7796449552360552e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,3.8019285860941873e-19,-125.56320607429704,125.56320607429704,5.580955638762079e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-5.265899984669893e-20,120.84071735251304,120.84071735251304,6.747599313194165e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-7.40312762634485e-20,-114.18091056663977,114.18091056663977,1.5515651912829428e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-8.333214832882104e-20,95.48728775485527,95.48728775485527,9.969408543079118e-18,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,4.487065413722575e-19,-81.5467647467705,81.5467647467705,3.5430898080337535e-18,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-7.539911376626865e-19,-76.04770814995067,76.04770814995067,1.4872091182845966e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-2.563549097443027e-19,76.08866870915462,76.08866870915462,2.3619403089283384e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-1.0697732947123224e-18,73.15232958727076,73.15232958727076,6.217115132152671e-18,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,3.7195794936542466e-20,-66.03082483204103,66.03082483204103,3.063842607054178e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,8.960657336044276e-19,63.87101350802988,63.87101350802988,1.5278732815610853e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,2.630089884911128e-18,-60.64278774701146,60.64278774701146,4.8555593989213206e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,2.1202194268077394e-18,59.5595581002613,59.5595581002613,2.4401874266622056e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-2.5551172228540163e-18,-54.57611242616033,54.57611242616033,3.0491679864955656e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-3.4346112563156097e-18,53.770390275808516,53.770390275808516,1.3978018503034084e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-6.099226040992514e-19,-49.419233095158525,49.419233095158525,4.26352298584915e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,2.348044339364233e-19,48.75388908745924,48.75388908745924,1.5096154830705766e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,4.224991571346431e-18,-44.68912949411169,44.68912949411169,3.387819958772772e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-2.768428421226456e-18,-40.287698955808125,40.287698955808125,4.17990426807527e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-1.6244283627419983e-18,-36.26552431992287,36.26552431992287,2.7712828772263405e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,7.520851659926868e-18,-32.584885902463895,32.584885902463895,3.2578698700520096e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-6.947231833517922e-18,-29.464391261592812,29.464391261592812,4.074805521482517e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-1.2881566825807255e-19,-19.627738024500033,19.627738024500033,5.019378893778747e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,5.256581546605037e-18,-26.370371966323646,26.370371966323646,7.02298289690132e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,7.635943756942336e-18,-23.82984488361104,23.82984488361104,8.988988014466113e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,1.754638644260627e-18,-13.192819097737184,13.192819097737184,1.465030874886651e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,3.737711481260931e-18,44.08367336549042,44.08367336549042,6.680657569111268e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-4.475196849949695e-18,39.80111453896111,39.80111453896111,1.9758933931625758e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-1.314602078649958e-18,35.90500527325463,35.90500527325463,2.7871305369462854e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,7.212469177593783e-18,32.34762601414307,32.34762601414307,2.2460096380074545e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,1.8449098058017193e-19,22.978498702763257,22.978498702763257,1.1805071095260877e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-9.987466552193991e-18,29.43779174780839,29.43779174780839,2.5752032902326078e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,1.7774489032311155e-17,23.9806887581578,23.9806887581578,1.696449620222709e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-3.4503821463457936e-18,26.63813180960353,26.63813180960353,2.910544667259848e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-8.219534905379249e-20,1.4392246328579081,1.4392246328579081,6.490035665067224e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,2.6467490272936953e-14,0.03383945827625773,0.03383945827625773,9.825673662653156e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,2.065707820198842e-13,-0.013267348964560232,0.013267348964560232,1.4045983619286813e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-0.005280178336949179,0.0019477950837973603,0.005627982672188371,1.187920293657343e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,0.005280178336659773,0.0019477950814464752,0.00562798267110323,1.5859269742081383e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-0.0007038923962190774,0.003514174152730326,0.0035839760715123277,6.197746825291272e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,0.0007038923955244089,0.0035141741516642633,0.003583976070330595,3.725631042233661e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-0.0031436404158415635,0.0007686266467104907,0.003236241954203352,4.4355090066317365e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-0.0018022649726159269,-0.0027638180637976142,0.0032995225899048303,6.801907383907395e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,0.0018022649726158729,-0.002763818063798112,0.003299522589905218,3.978564036906715e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,0.003143640416592666,0.0007686266461899084,0.003236241954809321,6.712635164783271e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-0.001962478345792039,-0.00014705225870182155,0.0019679800874226254,5.2177286647759e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,0.001962478345792587,-0.0001470522587092001,0.0019679800874237235,7.323372047885327e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-7.478090062812247e-15,0.0010851196489792207,0.0010851196489792207,4.223820089799078e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-0.00040641632121995774,-0.0007436543418297256,0.0008474644572347363,5.574964258692672e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,0.0004064163211450973,-0.0007436543418323251,0.0008474644572011168,2.8682463533400457e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,8.178409223543445e-14,-0.0009431962619571489,0.0009431962619571489,3.936589663880959e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,2.8865093429957542e-18,0.0003360905866243052,0.0003360905866243052,5.183210079029961e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-1.2377397731368268e-19,-1.924911015094404e-05,1.924911015094404e-05,2.0565973693472115e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,24,8,-2.3540185358671826e-20,1.2336123994936033e-06,1.2336123994936033e-06,2.0222015654153753e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931
3.3,20.75,10,32,8,-1.6297748860420282e-20,247.15102302224975,247.15102302224975,7.068184953674524e-18,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,5.308885527852669e-21,-196.85809674126043,196.85809674126043,1.2675372927088223e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,10,32,8,-5.1817160631803106e-20,-185.75818026944356,185.75818026944356,1.5729453351983756e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
