diameter,coupling,m,n_radial,quadrature_factor,real,imag,abs_sigma,residual,normalization_error,accessible_area_center,accessible_area_wall,matched_real_high,matched_imag_high,resolution_shift,n_radial_high
3.3,20.75,9,24,8,3.2424993458492494e-17,38.24492283401857,38.24492283401857,3.64300636196396e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-6.266135117238448e-18,38.24534843229452,0.0004255982759531207,32
3.3,20.75,9,24,8,3.160293297423998e-18,34.51021593648114,34.51021593648114,2.9483229449003446e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,3.854803715868661e-18,34.510097498312206,0.00011843816893275516,32
3.3,20.75,9,24,8,-1.3631217043802313e-18,31.21915765452512,31.21915765452512,2.1828041611418513e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-1.6557570412205246e-18,31.219004565230122,0.000153089294997244,32
3.3,20.75,9,24,8,1.3734177187412662e-18,22.61300326881744,22.61300326881744,1.8679383994910985e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,1.4646808732340492e-17,23.783727848412077,1.170724579594637,32
3.3,20.75,9,24,8,-1.649378091568979e-17,28.544292695044962,28.544292695044962,2.1235318741204894e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,5.930882011443461e-16,28.544424211129005,0.00013151608404271542,32
3.3,20.75,9,24,8,-1.1341975206874606e-17,23.78373003249277,23.78373003249277,8.252790323925405e-18,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,1.4646808732340492e-17,23.783727848412077,2.1840806923023592e-06,32
3.3,20.75,9,24,8,-4.454404195140765e-16,25.744381959078197,25.744381959078197,2.2927887611858768e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,2.5341823668691126e-16,25.7443257833985,5.6175679695513736e-05,32
3.3,20.75,9,24,8,1.7752031978192802e-16,1.451338220918217,1.451338220918217,2.4308072334000585e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-2.541521820402319e-16,0.9410639244062377,0.5102742965119794,32
3.3,20.75,9,24,8,9.385458674716971e-14,0.025438724677569743,0.025438724677569743,7.299218783513467e-17,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,-5.367849297936261e-13,0.025468209229035723,2.9484551465980287e-05,32
3.3,20.75,9,24,8,9.176739346120403e-12,-0.010721993767982002,0.010721993767982002,2.507806196758939e-16,2.220446049250313e-16,3.1335275869254526,1.3669346978025931,5.017544694866412e-13,-0.01087610123158154,0.00015410746359953802,32
