diameter,coupling,m,n_radial_low,n_radial_high,stable_mode_count,max_converged_real,selected_imag,selected_resolution_shift,max_raw_real_high,normalization_error,accessible_area_center,accessible_area_wall
3.3,20.75,10,24,32,36,0.005280178336659773,0.0019477950814464752,0.0034482541247855356,0.0023990166018497336,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
