v,omega,rho0,d0,lam,K_effective,alpha_over_pi,bands,C_pole,status,reason,min_relative_gap,finite_k_max,globally_proven
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.66667,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4999999999999999,739.0038764793153,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.66667,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.70833625,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,676.9900904021334,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.70833625,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,676.9900904021334,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.70833625,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,676.9900904021334,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.70833625,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,676.9900904021334,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.70833625,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999999999999983,676.9900904021334,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.70833625,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.5000000000000001,676.9900904021334,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.70833625,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.7500025,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998622459665386,603.3930475187763,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.7500025,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998622459665385,603.3930475187763,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.7500025,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998622459665385,603.3930475187763,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.7500025,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998622459665385,603.3930475187763,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.7500025,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998622459665385,603.3930475187763,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.7500025,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4998622459665386,603.3930475187763,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.7500025,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.79166875,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.48064463042590055,519.4719884887143,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.79166875,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.48064463042590055,519.4719884887143,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.79166875,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.48064463042590055,519.4719884887143,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.79166875,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.48064463042590055,519.4719884887143,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.79166875,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.48064463042590055,519.4719884887143,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.79166875,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.48064463042590055,519.4719884887143,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.79166875,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.833335,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4302434500356539,426.6627972221744,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.833335,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.43024345003565384,426.6627972221744,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.833335,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.43024345003565384,426.6627972221744,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.833335,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.43024345003565384,426.6627972221744,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.833335,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.43024345003565384,426.6627972221744,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.833335,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4302434500356539,426.6627972221744,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.833335,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.87500125,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.35238352716005666,326.55343299899647,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.87500125,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.35238352716005655,326.55343299899647,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.87500125,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.35238352716005655,326.55343299899647,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.87500125,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.35238352716005655,326.55343299899647,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.87500125,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.35238352716005655,326.55343299899647,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.87500125,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.35238352716005666,326.55343299899647,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.87500125,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.9166675,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.25273028508231066,220.85676058771975,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.9166675,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.25273028508231066,220.85676058771975,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.9166675,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.25273028508231077,220.85676058771975,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.9166675,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.25273028508231077,220.85676058771975,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.9166675,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.25273028508231066,220.85676058771975,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.9166675,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.25273028508231066,220.85676058771975,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.9166675,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.95833375,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.1288884445479733,111.38124323980898,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.95833375,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.12888844454797327,111.38124323980898,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.95833375,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.12888844454797327,111.38124323980898,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.95833375,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.12888844454797327,111.38124323980898,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.95833375,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.12888844454797327,111.38124323980898,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.95833375,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.1288884445479733,111.38124323980898,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.95833375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.97,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532464,80.30576069846558,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.97,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532464,80.30576069846558,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.97,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532466,80.30576069846558,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.97,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532466,80.30576069846558,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.97,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532464,80.30576069846558,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.97,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.07414950798532464,80.30576069846558,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.97,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.975,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889965,66.95176168776112,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.975,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889767,66.95176168776112,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.975,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889767,66.95176168776112,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.975,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889767,66.95176168776112,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.975,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889767,66.95176168776112,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.975,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.030191668605889965,66.95176168776112,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.975,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.98,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,9.74031649229219e-09,53.581243331680916,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.98,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.4732747067728396e-08,53.581243331680916,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.98,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,9.74031649229219e-09,53.581243331680916,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.98,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,9.74031649229219e-09,53.581243331680916,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.98,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.4732747067728396e-08,53.581243331680916,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.98,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,9.74031649229219e-09,53.581243331680916,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.98,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.99,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.642429679498497e-09,26.803847746669426,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.99,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.06077994947462839,26.803847746669426,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.99,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.642429679498497e-09,26.803847746669426,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.99,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.642429679498497e-09,26.803847746669426,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.99,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.06077994947462839,26.803847746669426,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.99,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.642429679498497e-09,26.803847746669426,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,0.99,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1.0,0,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1.0,1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1.0,2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1.0,0+1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1.0,0+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1.0,1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,34.67427954071793,20.0,1.0,0+1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,0.0,0,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,0.0,1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,0.0,2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,0.0,0+1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,0.0,0+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,0.0,1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,0.0,0+1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,1e-05,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.866390289412417e-09,0.6666666666666666,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,1e-05,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49994713208472946,0.6666666666666666,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,1e-05,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.866390289412417e-09,0.6666666666666666,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,1e-05,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.866390289412417e-09,0.6666666666666666,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,1e-05,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49994713208472946,0.6666666666666666,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,1e-05,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.866390289412417e-09,0.6666666666666666,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,1e-05,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,0.01,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.78787192917948e-09,40.20577162000421,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,0.01,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.595649249937884e-08,40.20577162000421,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,0.01,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.78787192917948e-09,40.20577162000421,False
3.0,0.0,0.0204,3.0,52.0114193110769,30.0,0.01,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.78787192917948e-09,40.20577162000421,False
